"","GO_Biological_Process_2018.Term","GO_Biological_Process_2018.Overlap","GO_Biological_Process_2018.P.value","GO_Biological_Process_2018.Adjusted.P.value","GO_Biological_Process_2018.Old.P.value","GO_Biological_Process_2018.Old.Adjusted.P.value","GO_Biological_Process_2018.Odds.Ratio","GO_Biological_Process_2018.Combined.Score","GO_Biological_Process_2018.Genes"
"11","rRNA metabolic process (GO:0016072)","55/200",2.06048483354916e-08,7.77739366263282e-06,0,0,2.61166728463725,46.2206070885503,"LTV1;RPL4;RPL5;RPL3;DDX47;RPLP1;RPP30;RRP1;RPLP0;RPL9;RPL7;RPS14;RPL7A;NOB1;RPS11;PELP1;RRP7BP;DIS3;PIH1D1;RPL23;RPL22;RPS6;DDX56;GTF3A;IMP4;RPS3A;CSNK1E;SIRT7;EBNA1BP2;SBDS;RPL24;RPL26;DDX27;RPL10;RRP7A;EXOSC10;EXOSC9;EXOSC8;RPL13;RPS2;RPL18;RPL17;NOP56;RPL41;UTP6;KRR1;WDR18;WDR55;BOP1;TBL3;LAS1L;MARS;MPHOSPH10;NOL11;RPS23"
"12","ribonucleoprotein complex assembly (GO:0022618)","46/156",2.92036411436097e-08,1.0104459835689e-05,0,0,2.87483405483405,49.8754167832879,"RPL5;RPL3;HSP90AB1;RPL10;CELF1;DDX1;CELF2;SRSF1;PPAN;DDX20;C9ORF72;RRP7A;RPS14;SART3;LUC7L;BRIX1;SF3B1;SRSF10;RBM5;ABT1;SRPK2;SRPK3;ZRSR2;PRMT5;NPM1;RRP7BP;SF3A2;WDR18;MTERF4;CIRBP;ERAL1;MRPS7;ATXN2L;BOP1;XAB2;PRPF6;GEMIN4;RPL24;LUC7L3;STRAP;SRSF5;SNRNP200;SRSF9;SF1;RPS23;RBM22"
"13","cellular macromolecule biosynthetic process (GO:0034645)","83/367",1.30294914907384e-07,4.1614191284266e-05,0,0,2.01858553657831,32.001575919934,"RPL4;CREBZF;RPL5;ACHE;HBS1L;MRPS15;CALCOCO1;RPL3;MCM7;RPLP1;RPLP0;AKR1B1;MRPL37;RPL9;MRPL32;RPL7;PTMS;EFTUD2;EEF1B2;MRPL4;RPS14;RPL7A;NUP62;MRPL9;RPS11;MEF2A;RFC5;RBM14;RPL23;PABPC4;RPL22;RPS6;DHPS;MRPS2;SARS;RPS3A;GTPBP2;MRPS7;ILF2;MRPS5;TUFM;EEF1A1;EEF1D;EEF1A2;KCTD13;RPL24;RPL26;PTMA;MRRF;SMARCD3;RPL10;GTF3C5;BAZ2B;MRPL55;ORC6;POLR2A;ORC3;POLD2;E2F1;RPL13;POLR2F;HARS;RPS2;RPL18;POLR2I;ATRIP;RPL17;POLR2J;RPL41;MRPL27;NAP1L1;HARS2;XAB2;RSL1D1;RAD50;NASP;RPS6KB2;CDK1;RNPS1;MMS19;EIF4G2;FARSB;RPS23"
"14","spliceosomal complex assembly (GO:0000245)","19/41",1.55149263080106e-07,4.60128385934716e-05,0,0,5.904058250348,92.5690101680476,"SRPK2;SRPK3;ZRSR2;SF3A2;CELF1;CELF2;DDX1;SRSF1;SART3;PRPF6;LUC7L;LUC7L3;SRSF5;SNRNP200;SF3B1;SRSF10;RBM5;SF1;SRSF9"
"15","mRNA splice site selection (GO:0006376)","14/24",1.75642606215119e-07,4.77060869852044e-05,0,0,9.55862068965517,148.682572209781,"SF3A3;SF3A2;CELF1;CELF2;SRSF1;PSIP1;PRPF39;LUC7L3;LUC7L;SRSF5;SLU7;SRSF10;SF1;SRSF9"
"16","RNA metabolic process (GO:0016070)","51/191",1.83838485492117e-07,4.77060869852044e-05,0,0,2.50495313831298,38.8498399063035,"EIF4A2;DDX3Y;EIF4A1;DDX47;CELF2;DDX42;CASC3;DDX41;RBM3;PTBP1;RBM4;DHX15;RBM5;DDX17;DIS3;PARP2;DDX55;PABPC4;METTL3;DDX56;DDX50;DDX39A;HNRNPUL1;HNRNPH1;HNRNPH3;SIDT2;DDX5;DDX27;DDX24;DDX1;DDX20;TBRG4;DHX30;PABPN1;POLR2A;DHX34;PCBP2;DHX38;POLR2F;POLR2I;HNRNPA1;POLR2J;RBM39;HNRNPA3;WTAP;HNRNPM;HNRNPA2B1;HNRNPD;MPHOSPH10;HNRNPC;RBMX"
"17","rRNA processing (GO:0006364)","53/202",1.97022256433009e-07,4.81197887476384e-05,0,0,2.4466198586144,37.7756861764705,"LTV1;RPL4;RPL5;RPL3;DDX47;RPLP1;RPP30;RRP1;RPLP0;RPL9;RPL7;RPS14;RPL7A;NOB1;RPS11;PELP1;RRP7BP;DIS3;PIH1D1;RPL23;RPL22;RPS6;DDX56;IMP4;RPS3A;CSNK1E;EBNA1BP2;SBDS;RPL24;RPL26;DDX27;RPL10;RRP7A;EXOSC10;EXOSC9;EXOSC8;RPL13;RPS2;RPL18;RPL17;NOP56;RPL41;UTP6;KRR1;WDR18;WDR55;RSL1D1;BOP1;TBL3;LAS1L;MPHOSPH10;NOL11;RPS23"
"18","peptide biosynthetic process (GO:0043043)","47/174",3.80270927097953e-07,8.77158271839277e-05,0,0,2.54265690984736,37.5865254113982,"RPL4;RPL5;HBS1L;MRPS15;RPL3;RPL10;RPLP1;RPLP0;MRPL37;RPL9;MRPL32;RPL7;MRPL55;MRPL4;RPS14;RPL7A;CARNS1;RPL13;MRPL9;HARS;RPS2;RPS11;RPL18;RPL17;GGT7;RPL41;RPL23;PABPC4;RPL22;RPS6;DHPS;MRPL27;SARS;MRPS2;RPS3A;MRPS7;HARS2;MRPS5;EEF1A1;RSL1D1;EEF1A2;RPS6KB2;RPL24;RPL26;MRRF;FARSB;RPS23"
"19","proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)","68/291",4.95261869024476e-07,0.000108227751588928,0,0,2.10095969152003,30.5021092639074,"UBXN1;UBE3A;AUP1;ARRB2;PSMD6;UCHL1;CDC23;MAEA;PSMD2;UBXN4;SKP1;FBXO9;RNF44;FBXW5;FBXW7;FBXO2;UBE2E1;KCTD2;SIRT2;PSMA3;PSMA4;PSMA1;KCTD13;PSME2;ANAPC4;ANAPC5;MAN1B1;KCTD17;BIRC2;ANAPC2;VCP;ANAPC15;PSMD11;RNF4;PSMA7;HSP90B1;RMND5B;PSMB7;PSMB4;SHARPIN;OS9;PCBP2;TMEM129;UBC;BUB3;ANKZF1;CRBN;HSPA5;SIAH1;PLK1;SGTA;SYVN1;FBXL15;UBE2G2;BTBD6;SPSB3;ABTB1;SPSB2;UBXN11;PSMC1;CDC16;PSMC2;DNAJC10;CDK1;STUB1;STT3B;RNF185;DZIP3"
"20","mRNA 3'-end processing (GO:0031124)","26/74",7.49376161690438e-07,0.000155570491166935,0,0,3.70764435695538,52.2927078153079,"AHCYL1;RBM8A;ZC3H3;SRSF1;CASC3;PABPN1;FIP1L1;DHX38;SRSF11;CPSF4;CPSF7;CHTOP;CPSF6;CPSF1;THOC2;SRRM1;THOC6;DDX39A;SRSF2;SRSF3;RNPS1;PABPC1;SRSF5;SLU7;SRSF7;SRSF9"
"21","RNA export from nucleus (GO:0006405)","35/119",1.3535810974583e-06,0.000267622319840327,0,0,2.85624917687344,38.5958005239527,"SMG1;RBM8A;SRSF1;CASC3;AAAS;NUP160;SMG5;FIP1L1;NUP62;DHX38;HNRNPA1;SRSF10;SRSF11;RANBP2;CPSF4;RANBP1;CHTOP;NPM1;SSB;CPSF1;THOC2;SRRM1;THOC6;DDX39A;XPOT;HNRNPA2B1;SRSF2;SRSF3;RNPS1;NUP54;SRSF5;SRSF7;SLU7;RAN;SRSF9"
"22","negative regulation of ubiquitin protein ligase activity (GO:1904667)","26/77",1.78609245116211e-06,0.000337084357146594,0,0,3.48894549945963,46.1778694694178,"RPL5;PSMD11;ANAPC15;PSMA7;PSMB7;PSMD6;PSMB4;CDC23;PSMD2;UBC;FBXO5;BUB3;RPL23;UBE2E1;MAD2L2;PSMA3;PSMA4;PSMA1;PSMC1;PSMC2;CDC16;CDK1;ANAPC4;PSME2;ANAPC5;ANAPC2"
"23","mRNA metabolic process (GO:0016071)","30/97",2.40912705573899e-06,0.000434899805888187,0,0,3.06635199397335,39.6670840036833,"DDX5;SF3B2;CELF1;AKAP8L;SRSF1;USP39;TBRG4;EFTUD2;PTBP1;SNRNP70;PCBP2;HSF1;DHX15;NUDT16;SRSF11;SF3A3;CPSF6;SSB;SF3A2;CPSF1;DIS3;NONO;METTL3;SON;HNRNPA2B1;SRSF2;SRSF5;AURKAIP1;SRSF7;SRSF9"
"24","RNA 3'-end processing (GO:0031123)","22/61",3.18693466578505e-06,0.000551339697180814,0,0,3.857139977423,48.8177032129689,"CPSF4;CPSF7;CHTOP;RBM8A;CPSF1;SRSF1;CASC3;THOC2;SRRM1;THOC6;DDX39A;PABPN1;FIP1L1;SRSF2;SRSF3;DHX38;RNPS1;SRSF5;SLU7;SRSF7;SRSF11;SRSF9"
"25","regulation of cholesterol metabolic process (GO:0090181)","17/41",4.6695161218854e-06,0.000750303819292426,0,0,4.83800836929515,59.3839165304419,"IDI1;FDPS;SREBF1;ACADVL;HMGCS1;GGPS1;CYP51A1;LSS;TM7SF2;SQLE;GPAM;DGKQ;APOE;DHCR7;LDLRAP1;KPNB1;RAN"
"26","positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition (GO:0051437)","25/76",4.79543787471261e-06,0.000750303819292426,0,0,3.35343503792702,41.072354355435,"PSMD11;ANAPC15;PSMA7;PSMB7;PSMD6;PSMB4;CDC23;PSMD2;UBC;FBXO5;BUB3;SKP1;PLK1;UBE2E1;PSMA3;PSMA4;PSMA1;PSMC1;PSMC2;CDC16;CDK1;ANAPC4;PSME2;ANAPC5;ANAPC2"
"27","mRNA export from nucleus (GO:0006406)","31/105",4.87914333354901e-06,0.000750303819292426,0,0,2.86880963804041,35.0870936121183,"SMG1;RBM8A;ZC3H3;SRSF1;CASC3;AAAS;NUP160;SMG5;PABPN1;FIP1L1;NUP62;DHX38;SRSF10;SRSF11;RANBP2;CPSF4;CHTOP;CPSF1;THOC2;SRRM1;THOC6;DDX39A;HNRNPA2B1;SRSF2;SRSF3;RNPS1;NUP54;SRSF5;SRSF7;SLU7;SRSF9"
"28","regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle (GO:0051439)","24/72",5.69521898230621e-06,0.000844519614804835,0,0,3.41974822974036,41.2964812563055,"PSMD11;ANAPC15;PLK1;UBE2E1;PSMA7;PSMB7;PSMD6;PSMA3;PSMB4;CDC23;PSMA4;PSMA1;PSMD2;PSMC1;UBC;PSMC2;CDC16;CDK1;ANAPC4;PSME2;ANAPC5;FBXO5;BUB3;ANAPC2"
"29","positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:2000060)","27/87",7.0354838106706e-06,0.000992896511243695,0,0,3.07928318235526,36.5342911067057,"PSMD11;ANAPC15;CLU;PSMA7;PSMB7;PSMD6;PSMB4;CDC23;PSMD2;UBC;FBXO5;BUB3;SKP1;FBXW7;PLK1;UBE2E1;PSMA3;PSMA4;PSMA1;PSMC1;PSMC2;CDC16;CDK1;ANAPC4;PSME2;ANAPC5;ANAPC2"
"30","nuclear export (GO:0051168)","28/92",7.2816388216269e-06,0.000992896511243695,0,0,2.99423758865248,35.4222936075295,"RBM8A;SRSF1;CASC3;PKD1;XPO1;NUP62;DHX38;HNRNPA1;SRSF11;RANBP2;RANBP1;CHTOP;STRADA;STRADB;XPO7;THOC2;SRRM1;THOC6;DDX39A;SRSF2;SRSF3;RNPS1;SRSF5;CALR;SLU7;SRSF7;RAN;SRSF9"
"31","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)","32/112",7.41324466487344e-06,0.000992896511243695,0,0,2.73938437253354,32.3582720652828,"RPL4;RPL5;SMG1;RPL3;RBM8A;RPL10;RPLP1;RPLP0;SMG9;CASC3;RPL9;SMG5;RPL7;RPS14;CTIF;RPL7A;PPP2R1A;RPL13;RPS2;RPS11;RPL18;RPL17;RPL41;RPL23;RPL22;RPS6;RPS3A;RPL24;RNPS1;RPL26;PABPC1;RPS23"
"32","ubiquitin-dependent protein catabolic process (GO:0006511)","72/341",1.15540232235664e-05,0.00149913451325775,0,0,1.84216096326351,20.9425642659492,"UBXN1;UBE2D2;USP33;UBE3A;ARRB2;FBXO21;PSMD6;UCHL1;CDC23;MAEA;PSMD2;ENC1;ARIH2;UFD1;SKP1;RNF44;FBXW5;ARRDC1;UBE2E1;KCTD2;TRPC4AP;SIRT2;RNF40;PSMA3;PSMA4;PSMA1;KCTD13;PSME2;ANAPC4;ANAPC5;KCTD17;SQSTM1;VPS28;BIRC2;ANAPC2;VCP;ANAPC15;PSMD11;UBA6;CUL2;VPS4A;UBR4;RNF4;PSMA7;RMND5B;PSMB7;PSMB4;SHARPIN;OS9;PCBP2;UBC;BUB3;RANBP2;RANBP1;CRBN;SIAH1;ADRM1;SYVN1;KLHL3;UBE2G2;BTBD6;SPSB3;ABTB1;SPSB2;UBXN11;PSMC1;CDC16;PSMC2;CDK1;TRIP12;STUB1;RNF185"
"33","nucleic acid metabolic process (GO:0090304)","25/80",1.32833650221844e-05,0.00162213328153264,0,0,3.10883331544489,34.9090832549031,"DDX24;DDX1;CASC3;PTBP1;POLR2A;ERI2;ERI3;PCBP2;POLR2F;POLR2I;HNRNPA1;POLR2J;HNRNPA3;WTAP;METTL3;HNRNPM;RAD50;HNRNPH1;HNRNPA2B1;HNRNPD;MMS19;HNRNPC;RBMX;RAN;DNASE1L1"
"34","RNA transport (GO:0050658)","25/80",1.32833650221844e-05,0.00162213328153264,0,0,3.10883331544489,34.9090832549031,"RBM8A;SRSF1;CASC3;NUP62;FLOT1;DHX38;HNRNPA1;SRSF11;RANBP2;RANBP1;CHTOP;RFTN1;THOC2;SRRM1;THOC6;DDX39A;HNRNPA2B1;SRSF2;SRSF3;RNPS1;SRSF5;SLU7;SRSF7;SIDT2;SRSF9"
"35","mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427)","29/100",1.42661188352421e-05,0.00169236929725501,0,0,2.79539991228411,31.1900187585422,"SMG1;RBM8A;SRSF1;CASC3;AAAS;NUP160;SMG5;FIP1L1;NUP62;DHX38;SRSF10;SRSF11;RANBP2;CPSF4;CHTOP;CPSF1;THOC2;SRRM1;THOC6;DDX39A;HNRNPA2B1;SRSF2;SRSF3;RNPS1;NUP54;SRSF5;SRSF7;SLU7;SRSF9"
"36","negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle (GO:0051436)","23/71",1.51083222136942e-05,0.0017424931619794,0,0,3.27596998295976,36.3641343728325,"PSMD11;ANAPC15;UBE2E1;PSMA7;PSMB7;PSMD6;PSMA3;PSMB4;CDC23;PSMA4;PSMA1;PSMD2;PSMC1;UBC;CDC16;PSMC2;CDK1;ANAPC4;PSME2;ANAPC5;FBXO5;BUB3;ANAPC2"
"37","neuronal ion channel clustering (GO:0045161)","7/9",1.61324196953618e-05,0.00181031909662546,0,0,23.8421258304025,263.090221070307,"MTCH1;SPTBN4;KCNIP2;PICK1;CNTN2;NRCAM;AGRN"
"38","regulation of cell cycle (GO:0051726)","50/215",1.7554320335134e-05,0.00189465602988245,0,0,2.07990075637134,22.7753510294231,"PPP1R13B;FOXM1;MAEA;CHMP1A;RACK1;NEK1;PIM3;FBXO5;TRIM21;CDK5RAP3;TMEM8B;MEN1;TSPYL2;MAP2K2;STRADA;STRADB;METTL3;TSC2;RAD23A;SIRT2;RBL2;RNF167;BIRC2;ANKRD17;BEX2;TP53I13;LIN37;UHRF2;RBBP4;PAK6;USP51;E4F1;PAK3;SRPK2;MBD4;ZBTB17;PLK1;YY1AP1;BOP1;NR4A1;SON;TAOK3;CCPG1;STK25;TAOK1;ID4;CDK1;CDK10;TAF6;CALR"
"39","cellular protein localization (GO:0034613)","69/327",1.77966245581444e-05,0.00189465602988245,0,0,1.83964012629108,20.1192274609454,"CNTNAP1;WDR45;HID1;SEPT8;SEPT9;SH3PXD2B;ARFIP2;EVI5L;TMED4;CEP68;MIOS;ATG9B;STX7;TMEM250;SEPT4;ATG13;SEPT5;SEPT2;SEPT3;PACS2;CTTN;HGS;RAB34;PICK1;TBC1D25;ARHGEF2;EZR;SLU7;STX1A;GAS8;NAPA;WDR45B;RAB1B;VPS26A;VPS26B;HDAC6;STX10;GGA2;GGA3;WNT11;RAB40C;RAB26;RAB24;MFN2;FLNA;STX5;STX4;RAB6A;TBC1D17;SEC31B;BBS2;ACD;NPM1;RAB4B;RABL2A;RABL2B;TRAPPC8;TBCK;TBC1D3L;SNX17;RAB15;ABHD17A;SGSM3;CROCC;SNX15;RAB18;CNTN2;IFT27;VIPAS39"
"40","mitotic sister chromatid segregation (GO:0000070)","25/82",2.13680575065281e-05,0.00214377989060779,0,0,2.9994062290713,32.254454989735,"BECN1;PHF23;AKAP8L;VPS4A;PDS5A;CDC23;CHTF8;POGZ;NUP62;CHMP1A;NUSAP1;SPDL1;SPAG5;BOD1;PLK1;KIF22;TUBG2;KNSTRN;ZWINT;WAPL;PSRC1;CHMP7;KPNB1;RAN;CHMP5"
"41","positive regulation of ubiquitin protein ligase activity (GO:1904668)","25/82",2.13680575065281e-05,0.00214377989060779,0,0,2.9994062290713,32.254454989735,"PSMD11;ANAPC15;PSMA7;PSMB7;PSMD6;PSMB4;CDC23;PSMD2;UBC;FBXO5;BUB3;SKP1;PLK1;UBE2E1;PSMA3;PSMA4;PSMA1;PSMC1;PSMC2;CDC16;CDK1;ANAPC4;PSME2;ANAPC5;ANAPC2"
"42","regulation of mRNA stability (GO:0043488)","34/128",2.16856347315817e-05,0.00214377989060779,0,0,2.47705959463547,26.6007974631568,"PSMD11;ANP32A;YWHAB;FASTKD3;PSMA7;TBRG4;FXR1;PSMB7;PSMD6;PSMB4;XPO1;KHSRP;PSMD2;EXOSC9;UBC;EXOSC8;E2F1;HSPA8;NPM1;DIS3;METTL3;TNFSF13;CIRBP;SAMD4B;CARHSP1;PSMA3;PSMA4;PSMA1;PSMC1;APEX1;PSMC2;HNRNPD;PSME2;PABPC1"
